Name,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
NA,Dog,Neutered Male,0.1,Chihuahua Shorthair Mix,Tan/White
Outros,Dog,Spayed Female,0.35,Outros,Outros
NA,Dog,Spayed Female,0.00821917808219,Outros,Outros
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Tricolor
Outros,Dog,Neutered Male,0.15,Outros,Outros
Outros,Dog,Intact Male,0.05,Outros,Tricolor
Outros,Dog,Spayed Female,0.0123287671233,Outros,Outros
Outros,Dog,Neutered Male,0.00821917808219,Outros,Black
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Tricolor
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair,Brown Tabby
NA,Dog,Neutered Male,0.1,Cairn Terrier Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Longhair Mix,Outros
Roxy,Dog,Intact Female,0.4,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.25,Labrador Retriever Mix,Black
NA,Dog,Intact Female,0.0041095890411,Plott Hound Mix,Outros
Outros,Dog,Neutered Male,0.00821917808219,Catahoula Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Outros,Brown Tabby
Outros,Dog,Neutered Male,0.1,Chihuahua Shorthair Mix,Tricolor
Outros,Dog,Spayed Female,0.25,Pit Bull,White
Outros,Dog,Neutered Male,0.6,Outros,Outros
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
NA,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Black/White
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.0246575342466,Outros,Outros
Outros,Dog,Spayed Female,0.15,Pit Bull Mix,Outros
NA,Cat,Neutered Male,0.5,Domestic Medium Hair Mix,White
NA,Cat,Spayed Female,0.0246575342466,Domestic Shorthair Mix,Black
Jack,Dog,Neutered Male,0.3,Australian Shepherd Mix,Outros
Outros,Dog,Spayed Female,0.041095890411,German Shepherd Mix,Outros
NA,Cat,Unknown,0.15,Domestic Medium Hair Mix,Outros
Outros,Dog,Neutered Male,0.3,Miniature Poodle Mix,White
Outros,Cat,Intact Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.5,Snowshoe Mix,Outros
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Black
NA,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0328767123288,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Female,0.35,Chihuahua Shorthair Mix,Black
Outros,Dog,Neutered Male,0.05,Miniature Poodle Mix,White
NA,Cat,Intact Female,0.000958904109589,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.15,Shih Tzu Mix,Black
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.0041095890411,Domestic Shorthair Mix,Black
Outros,Dog,Neutered Male,0.15,Outros,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Black/White
Oreo,Dog,Neutered Male,0.00821917808219,Labrador Retriever Mix,Black/White
Coco,Dog,Spayed Female,0.2,Pit Bull Mix,Outros
NA,Cat,Intact Female,0.000958904109589,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.15,Australian Cattle Dog Mix,Outros
Outros,Dog,Spayed Female,0.0123287671233,Chihuahua Shorthair Mix,White
Outros,Dog,Spayed Female,0.15,Chihuahua Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Outros
Charlie,Dog,Neutered Male,0.0246575342466,Outros,Black
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.15,Outros,Outros
Outros,Cat,Spayed Female,0.45,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.2,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair,Black/White
NA,Cat,Spayed Female,0.0123287671233,Siamese Mix,Outros
NA,Cat,Intact Male,0.05,Domestic Shorthair Mix,Black
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Intact Female,0.5,Rat Terrier Mix,Tricolor
Outros,Dog,Neutered Male,0.05,Rottweiler Mix,Outros
Outros,Dog,Neutered Male,0.25,Rat Terrier Mix,Outros
NA,Cat,Intact Male,0.25,Siamese Mix,Outros
Outros,Cat,Spayed Female,0.0164383561644,Domestic Medium Hair Mix,Brown Tabby
NA,Cat,Intact Female,0.00041095890411,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Siberian Husky Mix,Outros
NA,Dog,Neutered Male,0.15,Chihuahua Shorthair Mix,Outros
Princess,Dog,Spayed Female,0.1,Chihuahua Longhair Mix,Black/White
Outros,Dog,Intact Male,0.1,Outros,Outros
Outros,Dog,Neutered Male,0.00821917808219,Outros,Outros
NA,Cat,Intact Female,0.3,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.05,Domestic Shorthair Mix,Outros
Ginger,Dog,Spayed Female,0.4,Labrador Retriever,Tan/White
Outros,Dog,Neutered Male,0.25,Outros,Outros
Outros,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,White
Ginger,Dog,Intact Female,0.05,Outros,Brown/White
Outros,Dog,Neutered Male,0.1,Labrador Retriever Mix,Outros
Outros,Dog,Neutered Male,0.05,Labrador Retriever Mix,Black
Outros,Dog,Neutered Male,0.15,Outros,Black/White
Princess,Dog,Spayed Female,0.0452054794521,Pit Bull Mix,Brown/White
NA,Cat,Intact Female,0.00821917808219,Siamese Mix,Outros
NA,Dog,Neutered Male,0.3,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.041095890411,Domestic Shorthair Mix,Black/White
Outros,Cat,Intact Female,0.00383561643836,Snowshoe Mix,Outros
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Orange Tabby
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Unknown,0.000958904109589,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Neutered Male,0.35,Domestic Medium Hair Mix,Black
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Intact Male,0.1,Chihuahua Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.15,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Black/White
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Unknown,0.0041095890411,Domestic Shorthair,Black/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Labrador Retriever Mix,Black
NA,Dog,Intact Female,0.0041095890411,Plott Hound Mix,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Female,0.1,Domestic Shorthair Mix,Brown Tabby/White
NA,Cat,Neutered Male,0.2,Domestic Shorthair Mix,Black
NA,Cat,Intact Male,0.0246575342466,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Black
NA,Dog,Neutered Male,0.00821917808219,Border Collie Mix,Black/White
Outros,Dog,Spayed Female,0.1,Outros,Outros
NA,Dog,Intact Female,0.0041095890411,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.05,Australian Cattle Dog Mix,Outros
Max,Dog,Neutered Male,0.15,Border Collie Mix,Black/White
Lady,Dog,Spayed Female,0.7,Outros,Outros
Outros,Dog,Intact Female,0.15,Chihuahua Shorthair Mix,Outros
NA,Dog,Intact Female,0.0041095890411,Chihuahua Shorthair Mix,Black/White
NA,Cat,Spayed Female,0.0328767123288,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,Chihuahua Shorthair Mix,Outros
NA,Cat,Unknown,0.1,Domestic Shorthair Mix,Outros
Lily,Dog,Spayed Female,0.35,Chihuahua Shorthair Mix,Black/White
Lola,Dog,Spayed Female,0.00821917808219,Australian Cattle Dog Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.00191780821918,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.1,Anatol Shepherd Mix,Tan/White
Outros,Cat,Neutered Male,0.05,Domestic Longhair Mix,Outros
NA,Dog,Intact Male,0.05,Cairn Terrier Mix,Outros
Outros,Dog,Neutered Male,0.25,Jack Russell Terrier Mix,Tricolor
Outros,Dog,Spayed Female,0.15,Chihuahua Shorthair Mix,Black/White
NA,Dog,Intact Male,0.0041095890411,Cairn Terrier Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Spayed Female,0.1,Outros,Outros
Outros,Dog,Neutered Male,0.6,Outros,Tricolor
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.1,Rottweiler Mix,Outros
NA,Cat,Intact Female,0.00191780821918,Siamese Mix,Outros
NA,Cat,Intact Female,0.000547945205479,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.0328767123288,Domestic Shorthair Mix,Black
NA,Dog,Intact Female,0.1,Chihuahua Shorthair Mix,Brown/White
Outros,Dog,Spayed Female,0.05,Staffordshire Mix,Outros
Outros,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.05,Labrador Retriever Mix,Black
NA,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
Marley,Dog,Neutered Male,0.15,Outros,Outros
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.3,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.25,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Neutered Male,0.05,Staffordshire Mix,Outros
NA,Dog,Neutered Male,0.25,Miniature Poodle Mix,White
Rocky,Dog,Neutered Male,0.05,Miniature Poodle Mix,White
NA,Cat,Intact Female,0.0164383561644,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.4,Beagle Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
NA,Dog,Intact Male,0.1,American Bulldog Mix,Brown/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Miniature Schnauzer Mix,Outros
Outros,Cat,Neutered Male,0.041095890411,Outros,Brown Tabby
Buster,Dog,Neutered Male,0.0205479452055,Dachshund Mix,Outros
NA,Cat,Unknown,0.05,Domestic Medium Hair Mix,Outros
NA,Cat,Unknown,0.05,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0287671232877,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Unknown,0.05,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Intact Female,0.15,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Tricolor
Outros,Dog,Intact Male,0.00821917808219,Chihuahua Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Spayed Female,0.0205479452055,Labrador Retriever Mix,Outros
Outros,Cat,Neutered Male,0.55,Snowshoe Mix,Outros
Outros,Dog,Neutered Male,0.3,Outros,White
Outros,Cat,Spayed Female,0.00821917808219,Siamese Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.041095890411,Outros,Black
Outros,Dog,Neutered Male,0.0369863013699,Outros,Black
Outros,Dog,Neutered Male,0.15,American Pit Bull Terrier Mix,Outros
Leo,Cat,Neutered Male,0.0205479452055,Domestic Shorthair Mix,Black/White
NA,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Black
NA,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Male,0.0041095890411,Outros,Outros
NA,Dog,Spayed Female,0.0164383561644,Pointer Mix,Black/White
Outros,Dog,Neutered Male,0.5,Labrador Retriever Mix,Black
Outros,Dog,Spayed Female,0.3,Outros,White
NA,Dog,Intact Male,0.0041095890411,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Brown Tabby/White
Princess,Dog,Spayed Female,0.1,Outros,Black/White
Outros,Cat,Spayed Female,0.0041095890411,Outros,Brown Tabby
Buddy,Dog,Neutered Male,0.05,Outros,Outros
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Intact Male,0.25,Chihuahua Longhair Mix,Outros
Outros,Dog,Neutered Male,0.3,Chihuahua Shorthair Mix,Tan/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Lily,Cat,Spayed Female,0.5,Domestic Shorthair Mix,Black
Outros,Dog,Spayed Female,0.7,Catahoula Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Cat,Intact Male,0.00821917808219,Siamese Mix,Outros
Outros,Dog,Spayed Female,0.4,Shih Tzu Mix,Outros
Outros,Dog,Neutered Male,0.0246575342466,Border Collie Mix,Black/White
Outros,Cat,Spayed Female,0.15,Domestic Shorthair Mix,Black/White
NA,Dog,Unknown,0.00821917808219,Outros,Tricolor
Outros,Cat,Intact Female,0.00383561643836,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.35,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Brown/White
NA,Cat,Unknown,0.00287671232877,Domestic Shorthair Mix,Black/White
Outros,Dog,Intact Male,0.00821917808219,Outros,Outros
Coco,Dog,Intact Female,0.2,Pit Bull Mix,Outros
Outros,Cat,Intact Female,0.00383561643836,Domestic Shorthair Mix,Black/White
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Male,0.0205479452055,Outros,Outros
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Outros
NA,Cat,Intact Male,0.00191780821918,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Spayed Female,0.45,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.35,Outros,Outros
Outros,Cat,Neutered Male,0.15,Domestic Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.00821917808219,Outros,Tricolor
Outros,Dog,Neutered Male,0.05,Outros,Outros
NA,Dog,Neutered Male,0.0041095890411,Outros,Outros
Peanut,Dog,Neutered Male,0.0164383561644,Labrador Retriever Mix,Outros
Outros,Cat,Spayed Female,0.041095890411,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,American Bulldog Mix,Tan/White
Outros,Dog,Neutered Male,0.2,Outros,Outros
Outros,Dog,Spayed Female,0.25,Labrador Retriever Mix,Outros
NA,Dog,Spayed Female,0.00821917808219,Dachshund/Chihuahua Shorthair,Outros
Outros,Dog,Neutered Male,0.4,Outros,Outros
Outros,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.3,Chihuahua Shorthair Mix,Tricolor
NA,Cat,Intact Male,0.00027397260274,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Spayed Female,0.1,Labrador Retriever Mix,White
Outros,Dog,Neutered Male,0.15,Golden Retriever Mix,Outros
Sasha,Dog,Spayed Female,0.1,Outros,Outros
Toby,Dog,Neutered Male,0.7,Miniature Pinscher Mix,Black
NA,Cat,Neutered Male,0.1,Siamese Mix,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Female,0.1,Domestic Shorthair Mix,Tricolor
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
NA,Cat,Intact Female,0.0287671232877,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.00041095890411,Domestic Shorthair Mix,Outros
NA,Dog,Neutered Male,0.3,Yorkshire Terrier Mix,Outros
Outros,Dog,Neutered Male,0.0246575342466,Border Collie Mix,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
NA,Dog,Intact Male,0.00821917808219,Labrador Retriever Mix,Tan/White
Outros,Dog,Neutered Male,0.3,Great Pyrenees Mix,White
Outros,Dog,Neutered Male,0.05,Outros,Tan/White
NA,Dog,Spayed Female,0.05,Miniature Poodle Mix,White
NA,Dog,Intact Female,0.0164383561644,Chihuahua Shorthair Mix,Black
Outros,Dog,Neutered Male,0.0205479452055,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Labrador Retriever Mix,Outros
NA,Dog,Intact Female,0.000958904109589,Labrador Retriever Mix,Outros
NA,Cat,Unknown,0.000958904109589,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Intact Female,0.0328767123288,Australian Cattle Dog Mix,Outros
Outros,Dog,Spayed Female,0.0287671232877,Outros,Black/White
NA,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Outros
Outros,Dog,Intact Male,0.00821917808219,Outros,White
Outros,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.3,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Outros
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.1,Domestic Shorthair,Outros
Outros,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.0123287671233,Domestic Medium Hair Mix,Black/White
Buddy,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Catahoula Mix,Outros
Coco,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Longhair Mix,Outros
NA,Dog,Intact Male,0.0041095890411,German Shepherd/Labrador Retriever,Outros
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Black/White
Outros,Dog,Spayed Female,0.5,Outros,Tricolor
Outros,Dog,Spayed Female,0.0164383561644,Outros,Outros
Outros,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.05,Chihuahua Shorthair,Tricolor
NA,Cat,Unknown,0.000821917808219,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.1,Australian Shepherd Mix,Black/White
Molly,Dog,Spayed Female,0.0328767123288,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.00821917808219,Labrador Retriever Mix,Black
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Outros
Outros,Dog,Intact Male,0.5,Chihuahua Shorthair Mix,Brown/White
NA,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0164383561644,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.000958904109589,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.15,Siberian Husky Mix,Outros
Outros,Dog,Neutered Male,0.4,Outros,Outros
Outros,Dog,Intact Male,0.05,Chihuahua Shorthair Mix,White
Outros,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Intact Female,0.00821917808219,Domestic Medium Hair Mix,Brown Tabby
Outros,Dog,Intact Male,0.5,Chihuahua Shorthair Mix,Brown/White
Daisy,Cat,Spayed Female,0.4,Domestic Shorthair Mix,Outros
Rocky,Dog,Neutered Male,0.15,Outros,Tricolor
NA,Cat,Neutered Male,0.00821917808219,Domestic Medium Hair Mix,Outros
Pepper,Cat,Neutered Male,0.15,Domestic Shorthair Mix,White
NA,Cat,Unknown,0.00013698630137,Domestic Shorthair Mix,Black
Outros,Cat,Neutered Male,0.3,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Black/White
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Black/White
NA,Cat,Intact Female,0.05,Siamese Mix,Outros
Outros,Dog,Spayed Female,0.05,Staffordshire Mix,Outros
NA,Dog,Intact Female,0.00821917808219,Pointer Mix,Black/White
Outros,Dog,Spayed Female,0.45,Australian Cattle Dog Mix,Outros
NA,Cat,Intact Female,0.0246575342466,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Siamese Mix,Outros
NA,Dog,Intact Male,0.00821917808219,Labrador Retriever Mix,Outros
Outros,Dog,Neutered Male,0.4,Outros,Outros
Outros,Dog,Spayed Female,0.0205479452055,Outros,Outros
Outros,Dog,Neutered Male,0.1,Miniature Poodle Mix,White
Outros,Dog,Spayed Female,0.15,Boxer Mix,Black/White
Outros,Dog,Neutered Male,0.45,Outros,White
NA,Dog,Spayed Female,0.25,Outros,White
NA,Cat,Intact Male,0.0164383561644,Domestic Shorthair Mix,Outros
NA,Dog,Intact Female,0.00191780821918,Pit Bull Mix,Black/White
Outros,Dog,Intact Female,0.00821917808219,Outros,Outros
Outros,Dog,Intact Male,0.0205479452055,Outros,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Black
NA,Dog,Neutered Male,0.0041095890411,Outros,Outros
Outros,Dog,Spayed Female,0.1,Outros,Outros
Outros,Dog,Neutered Male,0.15,Boxer Mix,Outros
Outros,Dog,Spayed Female,0.05,Pit Bull Mix,Outros
NA,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Female,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.0123287671233,Domestic Shorthair Mix,Brown Tabby/White
Lucy,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.35,Cairn Terrier Mix,Outros
NA,Dog,Intact Male,0.15,German Shepherd Mix,Outros
Outros,Dog,Spayed Female,0.2,Pit Bull Mix,White
Outros,Dog,Spayed Female,0.0164383561644,Pit Bull Mix,Tan/White
Outros,Dog,Neutered Male,0.0164383561644,Labrador Retriever,Black/White
NA,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Black
Ginger,Dog,Spayed Female,0.4,Chow Chow Mix,Outros
Outros,Dog,Neutered Male,0.6,Rat Terrier Mix,Tricolor
Outros,Dog,Neutered Male,0.3,Pointer Mix,Outros
NA,Cat,Intact Female,0.05,Siamese Mix,Outros
NA,Dog,Intact Male,0.0041095890411,Labrador Retriever Mix,Outros
Outros,Cat,Neutered Male,0.45,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Intact Male,0.0041095890411,German Shepherd Mix,Outros
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.15,Chihuahua Shorthair Mix,Outros
NA,Dog,Spayed Female,0.0369863013699,Pit Bull Mix,Outros
Outros,Dog,Intact Male,0.05,Pit Bull Mix,Outros
NA,Dog,Neutered Male,0.041095890411,Labrador Retriever Mix,Outros
Outros,Cat,Spayed Female,0.05,Domestic Longhair Mix,Outros
NA,Dog,Intact Male,0.4,Miniature Poodle Mix,White
Outros,Dog,Spayed Female,0.05,Golden Retriever Mix,Outros
Outros,Dog,Spayed Female,0.05,Outros,Brown/White
Blue,Dog,Spayed Female,0.05,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.5,Pit Bull Mix,Outros
Outros,Dog,Intact Female,0.0205479452055,Outros,Outros
Outros,Dog,Spayed Female,0.2,Catahoula Mix,Outros
Outros,Dog,Spayed Female,0.05,Labrador Retriever Mix,Black/White
Bear,Dog,Neutered Male,0.35,Labrador Retriever Mix,Outros
NA,Cat,Intact Male,0.0123287671233,Domestic Shorthair,Outros
NA,Cat,Intact Male,0.0164383561644,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
NA,Cat,Unknown,0.00191780821918,Siamese Mix,Outros
Outros,Dog,Spayed Female,0.25,Pit Bull Mix,Outros
Outros,Cat,Neutered Male,0.0246575342466,Domestic Medium Hair Mix,Outros
NA,Dog,Intact Male,0.0041095890411,Outros,Outros
NA,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
Charlie,Dog,Intact Male,0.00821917808219,Outros,Outros
Outros,Dog,Intact Male,0.4,Jack Russell Terrier Mix,Outros
Outros,Dog,Spayed Female,0.041095890411,Chihuahua Shorthair Mix,Outros
NA,Cat,Intact Female,0.0164383561644,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.000958904109589,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.15,Pit Bull Mix,Outros
Outros,Dog,Intact Male,0.25,Outros,Outros
Daisy,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
NA,Cat,Intact Male,0.0123287671233,Siamese Mix,Outros
Outros,Dog,Neutered Male,0.3,Australian Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.15,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Outros,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.0246575342466,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0328767123288,Domestic Shorthair Mix,Black/White
Outros,Dog,Intact Male,0.05,Outros,Black/White
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
NA,Cat,Spayed Female,0.4,Domestic Shorthair Mix,Black/White
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Tan/White
Outros,Cat,Spayed Female,0.0041095890411,Domestic Medium Hair Mix,Outros
NA,Dog,Intact Male,0.05,Outros,Outros
Outros,Dog,Spayed Female,0.3,Australian Cattle Dog Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Neutered Male,0.2,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.3,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.3,Siberian Husky Mix,Outros
